PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,Name,Transported,TotalWastes,CrewSize
2802_01,Earth,0,F/581/P,TRAPPIST-1e,23.0,0,Evane Chavezalez,1,2735.0,1
2805_01,Earth,0,F/582/P,TRAPPIST-1e,19.0,0,Allena Blacks,0,634.0,1
2806_01,Mars,0,D/95/S,TRAPPIST-1e,28.0,0,Boon Gene,0,1182.0,1
2807_01,Earth,0,E/171/P,TRAPPIST-1e,33.0,0,Rancy Vincenton,0,996.0,1
2807_02,Earth,1,G/452/P,PSO J318.5-22,24.0,0,Craine Vincenton,0,0.0,2
2807_03,Earth,1,G/452/P,TRAPPIST-1e,0.0,0,Wenten Monrad,1,0.0,2
2809_01,Earth,1,G/453/P,TRAPPIST-1e,41.0,0,Dianie Ellahan,1,0.0,1
2810_01,Earth,1,G/454/P,TRAPPIST-1e,19.0,0,Oraine Jorden,0,0.0,1
2811_01,Earth,0,F/537/S,TRAPPIST-1e,44.0,0,Chery Charpelaney,0,871.0,1
2812_01,Mars,0,F/538/S,55 Cancri e,43.0,0,Hock Grean,1,1307.0,1
2813_01,Earth,1,G/449/S,TRAPPIST-1e,14.0,0,Therek Bryants,1,0.0,1
2814_01,Earth,1,G/455/P,PSO J318.5-22,18.0,0,Fredy Smalloney,1,0.0,1
2817_01,Earth,0,F/584/P,TRAPPIST-1e,25.0,0,Sealfs Sutty,0,1159.0,1
2818_01,Mars,0,F/585/P,TRAPPIST-1e,0.0,0,Krus Betie,1,0.0,3
2818_02,Mars,1,F/585/P,55 Cancri e,4.0,0,Corse Betie,1,0.0,3
2818_03,Mars,0,F/585/P,TRAPPIST-1e,24.0,0,Wifel Betie,1,1148.0,3
2819_01,Earth,0,F/586/P,TRAPPIST-1e,38.0,0,Stal Ocherman,0,716.0,1
2820_01,Earth,1,G/457/P,TRAPPIST-1e,44.0,0,Valex Lopelases,1,0.0,1
2821_01,Earth,1,G/458/P,55 Cancri e,57.0,0,Brance Shephendery,1,0.0,1
2822_01,Earth,1,G/450/S,55 Cancri e,3.0,0,Patsya Harverez,1,173.72916912197996,5
2822_02,Earth,0,G/450/S,TRAPPIST-1e,5.0,0,Salley Harverez,0,304.8547912992357,5
2822_03,Earth,1,G/450/S,55 Cancri e,3.0,0,Rayne Harverez,1,458.07720329024676,5
2822_04,Earth,1,G/450/S,TRAPPIST-1e,18.0,0,Annaha Harverez,1,0.0,5
2822_05,Earth,1,G/450/S,TRAPPIST-1e,8.0,0,Melvia Harverez,0,0.0,5
2823_01,Mars,1,F/587/P,TRAPPIST-1e,21.0,0,Smark Parté,1,0.0,1
2824_01,Europa,1,C/104/S,55 Cancri e,35.0,0,Shain Rinicapead,1,0.0,1
2825_01,Mars,0,F/539/S,TRAPPIST-1e,47.0,0,Popow Sake,1,0.0,1
2826_01,Europa,0,C/96/P,55 Cancri e,28.0,0,Teron Pabler,0,4863.0,2
2826_02,Europa,0,C/96/P,TRAPPIST-1e,49.0,0,Terops Pabler,0,13012.0,2
2831_01,Europa,0,D/86/P,TRAPPIST-1e,23.0,0,Weznif Fandomatty,1,2798.0,2
2831_02,Europa,0,D/86/P,TRAPPIST-1e,19.0,0,Naviton Impress,0,2141.0,2
2832_01,Earth,0,E/173/P,TRAPPIST-1e,34.0,0,Alraium Disivering,0,787.0,1
2834_01,Europa,0,C/105/S,TRAPPIST-1e,40.0,1,Bosonan Coniple,1,3511.0,1
2835_01,Europa,0,A/24/P,55 Cancri e,26.0,1,Sadirk Unaring,0,5965.72916912198,1
2837_01,Earth,0,F/588/P,PSO J318.5-22,23.0,0,Sergia Mcgoway,0,2095.72916912198,1
2838_01,Mars,0,E/174/P,TRAPPIST-1e,22.0,0,Whee Cure,0,0.0,1
2839_01,Europa,0,C/107/S,TRAPPIST-1e,51.0,0,Achib Heedry,1,4082.0,1
2840_01,Earth,0,F/540/S,55 Cancri e,44.0,0,Jacky Hortis,0,692.0,1
2843_01,Mars,0,E/175/P,TRAPPIST-1e,50.0,0,Apsps Terte,0,1014.0,1
2846_01,Earth,1,G/452/S,TRAPPIST-1e,28.0,0,Margio Lardsonald,1,0.0,1
2847_01,Earth,1,G/464/P,TRAPPIST-1e,13.0,0,Thery Cardsay,1,0.0,1
2852_01,Earth,0,G/465/P,TRAPPIST-1e,21.0,0,Guadae Jeffey,0,620.0,1
2853_01,Earth,0,F/544/S,TRAPPIST-1e,20.0,0,Lonnez Browlerson,1,924.0,1
2854_01,Earth,0,F/591/P,55 Cancri e,14.0,0,Phia Buckentry,0,1973.0772032902469,1
2856_01,Europa,0,C/108/S,55 Cancri e,38.0,0,Duhra Fulous,0,5375.138777908343,1
2857_01,Earth,0,F/545/S,PSO J318.5-22,29.0,0,Hanry Larlowelley,0,1129.0772032902469,1
2858_01,Europa,1,C/109/S,TRAPPIST-1e,36.0,0,Iononus Fictful,1,0.0,3
2858_02,Europa,1,C/109/S,TRAPPIST-1e,16.0,0,Mesatik Fictful,1,0.0,3
2858_03,Europa,1,C/109/S,TRAPPIST-1e,40.0,0,Dilath Fictful,1,458.07720329024676,3
2859_01,Europa,1,C/98/P,55 Cancri e,28.82793046746535,0,Navior Excialing,1,0.0,1
2860_01,Earth,0,F/546/S,PSO J318.5-22,18.0,0,Ianna Antoshipson,1,1306.0,1
2861_01,Earth,0,F/547/S,TRAPPIST-1e,17.0,0,Evaley Marson,1,761.0,1
2862_01,Mars,1,E/193/S,TRAPPIST-1e,32.0,0,Cowlat Gooki,1,0.0,1
2863_01,Earth,0,G/466/P,TRAPPIST-1e,27.0,0,Therek Thony,0,852.0,1
2865_01,Mars,0,D/88/P,TRAPPIST-1e,34.0,0,Goos Corie,0,3015.0,2
2865_02,Mars,0,D/88/P,TRAPPIST-1e,53.0,0,Hammet Corie,1,962.0,2
2866_01,Europa,1,C/110/S,TRAPPIST-1e,36.0,1,Hadirk Wheededly,1,0.0,1
2867_01,Mars,0,D/89/P,TRAPPIST-1e,41.0,0,Smats Bane,0,1719.0,1
2867_02,Mars,0,E/176/P,TRAPPIST-1e,51.0,0,Trisp Bane,0,953.0,1
2869_01,Earth,1,G/467/P,PSO J318.5-22,61.0,0,Anton Vantonson,1,0.0,1
2870_01,Earth,0,G/454/S,TRAPPIST-1e,59.0,0,Nancey Willynnedy,1,922.0,1
2871_01,Europa,1,B/88/P,TRAPPIST-1e,17.0,0,Acruxon Unregul,1,311.1387779083431,2
2871_02,Europa,1,B/88/P,TRAPPIST-1e,27.0,0,Sarthim Unregul,1,0.0,2
2872_01,Earth,0,G/455/S,PSO J318.5-22,57.0,0,Jonard Leblanchez,1,1798.0,1
2873_01,Mars,0,E/194/S,55 Cancri e,39.0,0,Alls Birte,0,2608.077203290247,1
2875_01,Europa,1,B/107/S,55 Cancri e,55.0,0,Zinonon Frolestty,1,0.0,1
2876_01,Earth,0,G/456/S,TRAPPIST-1e,42.0,0,Andyn Brenney,0,852.0,1
2877_01,Earth,0,F/592/P,TRAPPIST-1e,36.0,0,Berly Vinozarks,0,803.0,1
2878_01,Mars,0,F/593/P,TRAPPIST-1e,42.0,0,Grey Ancy,1,3701.0,1
2880_01,Earth,1,G/468/P,PSO J318.5-22,32.0,0,Lynnee Wooterston,0,0.0,1
2881_01,Earth,0,G/457/S,55 Cancri e,6.0,0,Walley Brightez,0,0.0,1
2882_01,Earth,1,G/458/S,TRAPPIST-1e,15.0,0,Clarry Dillips,0,0.0,1
2883_01,Earth,0,F/595/P,TRAPPIST-1e,28.0,0,Brene Hanner,1,1375.0,1
2884_01,Mars,0,D/90/P,TRAPPIST-1e,37.0,0,Coats Erle,0,1223.1387779083432,1
2887_01,Earth,0,G/459/S,TRAPPIST-1e,44.0,0,Gabrie Reenez,0,809.0,1
2888_01,Mars,0,F/597/P,TRAPPIST-1e,71.0,1,Kad Gele,0,2599.0,1
2890_01,Europa,0,B/89/P,TRAPPIST-1e,44.0,0,Jabbab Cattyried,0,3801.0,2
2890_02,Europa,1,B/89/P,TRAPPIST-1e,36.0,0,Suhain Cattyried,1,0.0,2
2891_01,Earth,0,G/460/S,TRAPPIST-1e,18.0,0,Gleney Ortinericey,0,909.0,1
2892_01,Earth,0,G/469/P,PSO J318.5-22,3.0,0,Glena Coolerson,1,0.0,4
2892_02,Earth,1,G/469/P,55 Cancri e,12.0,0,Benry Gallenry,0,0.0,4
2892_03,Earth,1,G/469/P,55 Cancri e,0.0,0,Sharie Gallenry,1,0.0,4
2892_04,Earth,0,F/598/P,TRAPPIST-1e,29.0,0,Kendre Coolerson,0,1311.0,1
2892_05,Earth,0,G/469/P,TRAPPIST-1e,9.0,0,Wilmay Coolerson,0,0.0,4
2893_01,Earth,0,G/470/P,55 Cancri e,27.0,0,Verek Beasleyes,0,1793.0,1
2894_01,Earth,0,F/599/P,PSO J318.5-22,24.0,0,Idace Hersons,0,688.0,1
2897_01,Earth,0,G/461/S,TRAPPIST-1e,38.0,0,Guye Meadoney,1,845.0,1
2899_01,Mars,0,F/600/P,TRAPPIST-1e,28.0,0,Monch Buth,0,1493.0,1
2900_01,Mars,1,G/734/S,TRAPPIST-1e,26.0,0,Corse Snoff,1,0.0,207
2901_01,Earth,0,F/601/P,TRAPPIST-1e,16.0,0,Jeanna Vandez,0,1001.0,2
2901_02,Earth,0,F/601/P,PSO J318.5-22,24.0,0,Loisey Vandez,1,1269.8263953895462,2
2902_01,Earth,0,G/471/P,TRAPPIST-1e,33.0,0,Lyney Merkins,0,883.0,1
2905_01,Earth,0,G/462/S,55 Cancri e,24.0,0,Lloyde Parsoney,0,662.72916912198,1
2906_01,Earth,0,G/463/S,TRAPPIST-1e,29.0,0,Margia Gainebergan,0,812.0,1
2907_01,Earth,0,F/552/S,TRAPPIST-1e,25.0,0,Paulah Weavesend,1,2019.0,1
2908_01,Earth,0,G/464/S,TRAPPIST-1e,0.0,0,Nica Berreranks,0,0.0,1
2908_02,Earth,0,F/553/S,TRAPPIST-1e,13.0,0,Benda Berreranks,0,918.0,1
2909_01,Earth,1,G/473/P,55 Cancri e,7.0,0,Eddiey Polloantes,0,0.0,1
2910_01,Earth,0,F/602/P,PSO J318.5-22,32.0,0,Celis Bucknersony,0,736.0,1
2912_01,Mars,1,E/178/P,TRAPPIST-1e,34.0,0,Beeres Kine,0,0.0,1
2913_01,Mars,0,F/603/P,TRAPPIST-1e,49.0,0,Pefox Sau,0,2597.0,1
2919_01,Mars,0,D/96/S,TRAPPIST-1e,43.0,0,Slix Kra,1,2708.0,1
2919_02,Mars,0,F/555/S,TRAPPIST-1e,0.0,0,Soyos Kra,1,0.0,2
2919_03,Mars,1,F/555/S,TRAPPIST-1e,6.0,0,Stmeal Kra,1,224.687617481203,2
2920_01,Earth,0,F/606/P,TRAPPIST-1e,23.0,0,Joelan Schwardson,1,748.0,1
2925_01,Mars,0,F/609/P,TRAPPIST-1e,43.0,0,Cines Minen,1,1158.0,2
2925_02,Mars,1,F/609/P,55 Cancri e,23.0,0,Goleer Minen,1,0.0,2
2926_01,Mars,0,G/734/S,TRAPPIST-1e,43.0,0,Kad Homin,0,1505.0,207
2927_01,Mars,1,F/611/P,55 Cancri e,41.0,0,Caw Panad,1,0.0,1
2928_01,Europa,0,B/92/P,55 Cancri e,54.0,1,Menkibi Mander,0,3701.0,3
2928_02,Europa,1,B/92/P,TRAPPIST-1e,51.0,0,Photope Caltilter,1,173.72916912197996,3
2928_03,Europa,1,B/92/P,TRAPPIST-1e,44.0,0,Gluinol Mander,1,0.0,3
2929_01,Earth,1,G/467/S,PSO J318.5-22,48.0,0,Alancy Mcbritts,1,0.0,1
2930_01,Earth,0,G/474/P,TRAPPIST-1e,45.0,0,Cary Mejiaddox,0,1106.687617481203,1
2934_01,Earth,0,F/557/S,PSO J318.5-22,20.0,0,Adriet Moodman,0,689.0,1
2935_01,Europa,0,T/2/P,TRAPPIST-1e,33.0,0,Alraium Disivering,0,7412.0,1
2936_01,Earth,0,G/468/S,TRAPPIST-1e,21.0,0,Jimmyn Berreranks,0,446.0,1
2938_01,Europa,1,C/100/P,TRAPPIST-1e,68.0,0,Taban Aroodint,1,0.0,1
2940_01,Earth,0,F/615/P,PSO J318.5-22,23.0,0,Melica Casonston,1,683.0,1
2941_01,Earth,0,G/477/P,TRAPPIST-1e,16.0,0,Coreee Beasleyes,0,754.0,1
2942_01,Earth,0,F/558/S,TRAPPIST-1e,35.0,0,Tany Watkinsley,0,879.0,1
2943_01,Earth,1,G/478/P,TRAPPIST-1e,22.0,0,Allene Belley,0,0.0,1
2944_01,Earth,0,F/559/S,TRAPPIST-1e,51.0,0,Min Nichoan,0,802.0,1
2944_02,Earth,0,G/469/S,PSO J318.5-22,2.0,0,Ernard Nichoan,0,224.687617481203,3
2944_03,Earth,1,G/469/S,55 Cancri e,29.0,0,Sta Nichoan,0,0.0,3
2944_04,Earth,0,G/469/S,TRAPPIST-1e,0.0,0,Terta Nichoan,1,0.0,3
2945_01,Earth,1,G/479/P,55 Cancri e,39.0,0,Jeanie Moodsey,1,0.0,1
2948_01,Europa,0,C/112/S,TRAPPIST-1e,55.0,0,Tabiton Prearright,1,3675.0,1
2949_01,Earth,1,G/482/P,TRAPPIST-1e,22.0,0,Florey Boltertley,0,311.1387779083431,1
2950_01,Earth,0,F/617/P,TRAPPIST-1e,20.0,0,Lawren Fielsenders,0,689.0,1
2953_01,Earth,0,E/179/P,55 Cancri e,25.0,0,Eilan Solivers,1,643.0,1
2954_01,Earth,0,F/619/P,55 Cancri e,18.0,0,Karlie Gordanieves,1,652.0,1
2956_01,Earth,0,G/470/S,PSO J318.5-22,28.0,0,Tonnie Houseson,0,1833.0,1
2958_01,Earth,0,F/561/S,TRAPPIST-1e,26.0,0,Min Parrett,0,3137.0,1
2959_01,Earth,0,F/620/P,PSO J318.5-22,28.0,0,Alraium Disivering,0,1548.0,1
2960_01,Earth,0,F/562/S,TRAPPIST-1e,54.0,0,Gracia Carterson,0,682.7648207714498,1
2961_01,Earth,0,F/621/P,TRAPPIST-1e,56.0,0,Evaned Kellynn,0,778.0,1
2962_01,Mars,0,E/180/P,TRAPPIST-1e,25.0,0,Cints Backe,0,1360.0,1
2964_01,Europa,0,A/35/S,TRAPPIST-1e,26.0,0,Izarfik Holiabler,0,11481.0,1
2965_01,Earth,0,F/622/P,TRAPPIST-1e,14.0,0,Amandy Munozanson,0,970.0,1
2966_01,Earth,0,E/181/P,TRAPPIST-1e,21.0,0,Deaney Avisley,1,826.0,1
2968_01,Earth,1,G/485/P,TRAPPIST-1e,43.0,0,Evendy Sosalinson,1,458.07720329024676,1
2969_01,Earth,0,G/486/P,TRAPPIST-1e,37.0,0,Russey Miley,0,807.0,1
2970_01,Earth,0,G/734/S,TRAPPIST-1e,28.82793046746535,0,Dwin Adkinson,0,1140.1387779083432,207
2971_01,Europa,0,T/3/P,TRAPPIST-1e,38.0,0,Pent Sessiouse,1,3164.0,1
2972_01,Earth,0,E/182/P,TRAPPIST-1e,14.0,0,Danna Yorkland,1,1632.0,1
2975_01,Earth,0,F/564/S,PSO J318.5-22,20.0,0,Elanda Hermanapp,0,595.0,1
2979_01,Europa,0,B/93/P,TRAPPIST-1e,33.0,0,Sadirux Urablele,0,0.0,1
2982_01,Europa,1,B/111/S,55 Cancri e,33.0,0,Tarino Unrespery,1,0.0,1
2983_01,Earth,0,E/183/P,TRAPPIST-1e,13.0,0,Mamina Monsoney,1,841.0,1
2984_01,Europa,0,D/97/S,TRAPPIST-1e,37.0,0,Teron Healted,0,4324.0,1
2986_01,Mars,0,E/197/S,TRAPPIST-1e,15.0,0,Swaffs Dutty,0,9597.0,1
2988_01,Europa,0,A/36/S,55 Cancri e,33.0,0,Winon Cousel,0,6932.0,1
2990_01,Earth,1,G/472/S,PSO J318.5-22,24.0,0,Gileen Vandez,1,0.0,1
2992_01,Earth,0,F/570/S,PSO J318.5-22,49.0,0,Dont Sterreray,0,1146.0772032902469,1
2993_01,Earth,0,F/571/S,TRAPPIST-1e,24.0,0,Nelly Gordanieves,0,2260.72916912198,1
2994_01,Earth,0,E/198/S,TRAPPIST-1e,24.0,0,Carly Scottuez,0,790.0,1
2995_01,Europa,1,B/94/P,55 Cancri e,26.0,0,Minus Roforhauge,1,0.0,2
2995_02,Europa,1,B/94/P,55 Cancri e,40.0,0,Marinon Roforhauge,1,0.0,2
2996_01,Earth,0,F/626/P,55 Cancri e,31.0,0,Alraium Disivering,0,639.0,1
2998_01,Europa,0,C/113/S,TRAPPIST-1e,47.0,0,Dirfak Mosteraked,1,5676.0,1
3000_01,Earth,0,F/627/P,TRAPPIST-1e,19.0,0,Therta Spencervan,0,737.0,1
3001_01,Europa,0,C/101/P,55 Cancri e,38.0,1,Phecca Shming,0,6361.0,2
3001_02,Europa,0,C/101/P,55 Cancri e,33.0,0,Dirfak Shming,1,3621.138777908343,2
3003_01,Europa,1,C/114/S,TRAPPIST-1e,45.0,0,Ankaan String,1,0.0,1
3004_01,Earth,1,G/473/S,TRAPPIST-1e,1.0,0,Card Clinantones,1,0.0,1
3004_02,Earth,0,F/572/S,TRAPPIST-1e,32.0,0,Tin Clinantones,0,797.0,1
3005_01,Mars,1,F/573/S,TRAPPIST-1e,70.0,0,Stmeal Fisun,1,0.0,1
3006_01,Earth,0,G/474/S,PSO J318.5-22,19.0,0,Race Wolferguson,0,755.0,1
3009_01,Mars,1,E/185/P,PSO J318.5-22,55.0,0,Blakes Chcak,1,0.0,1
3010_01,Europa,0,B/96/P,TRAPPIST-1e,48.0,0,Kraban Praugnox,0,16113.0,1
3012_01,Earth,0,G/475/S,TRAPPIST-1e,66.0,0,Thony Bradlerson,0,1367.72916912198,1
3013_01,Earth,0,F/629/P,TRAPPIST-1e,13.0,0,Morrie Moongton,0,1096.687617481203,1
3014_01,Europa,0,C/115/S,55 Cancri e,40.0,0,Alduson Oilpuring,0,8056.0,1
3015_01,Earth,0,E/199/S,TRAPPIST-1e,35.0,0,Dord Pottley,1,1624.0,1
3018_01,Earth,0,F/630/P,TRAPPIST-1e,32.0,0,Vanley Harry,0,690.0,1
3019_01,Mars,0,E/187/P,TRAPPIST-1e,51.0,0,Yakers Peake,0,2099.0,1
3020_01,Europa,0,B/112/S,TRAPPIST-1e,37.0,0,Tard Monfulewss,0,8979.0,1
3021_01,Earth,0,G/476/S,TRAPPIST-1e,31.0,0,Deanny Spencervan,0,883.0,1
3021_02,Earth,0,F/574/S,TRAPPIST-1e,37.0,0,Billey Spencervan,0,2251.0,1
3022_01,Europa,0,C/102/P,TRAPPIST-1e,38.0,0,Ankab Speating,0,7113.0,2
3022_02,Europa,0,C/102/P,55 Cancri e,19.0,0,Hadirah Speating,0,3795.0,2
3023_01,Mars,1,F/631/P,TRAPPIST-1e,33.0,0,Panter Blane,1,0.0,1
3024_01,Earth,0,F/632/P,TRAPPIST-1e,19.0,0,Jord Barkeretton,1,1939.0,1
3025_01,Earth,0,G/477/S,TRAPPIST-1e,31.0,0,Alraium Disivering,1,927.0,2
3025_02,Earth,0,G/477/S,TRAPPIST-1e,43.0,0,Stald Fisheparks,0,704.0,2
3026_01,Earth,1,G/492/P,TRAPPIST-1e,22.0,0,Artis Gambs,0,0.0,1
3027_01,Earth,1,G/493/P,TRAPPIST-1e,24.0,0,Tracia Fitzgerson,0,0.0,1
3029_01,Europa,0,C/103/P,55 Cancri e,21.0,0,Geno Disgul,0,3104.0,2
3029_02,Europa,0,C/103/P,TRAPPIST-1e,14.0,0,Charga Disgul,1,0.0,2
3030_01,Europa,0,B/97/P,55 Cancri e,30.0,0,Cellum Alaring,1,5131.0,2
3030_02,Europa,1,B/97/P,TRAPPIST-1e,22.0,0,Wezena Alaring,1,0.0,2
3032_01,Earth,0,G/478/S,TRAPPIST-1e,11.0,0,Raque Wolfernan,0,0.0,3
3032_02,Earth,1,G/478/S,TRAPPIST-1e,4.0,0,Loresa Wolfernan,0,0.0,3
3032_03,Earth,0,G/478/S,TRAPPIST-1e,0.0,0,Andie Wolfernan,0,0.0,3
3032_04,Earth,0,F/575/S,TRAPPIST-1e,30.0,0,Ritany Wolfernan,0,1442.0,1
3033_01,Earth,0,G/479/S,PSO J318.5-22,21.0,0,Hardy Wagnerray,0,1721.0,1
3034_01,Europa,0,G/734/S,TRAPPIST-1e,40.0,0,Dscheat Noxnuther,0,0.0,207
3036_01,Earth,0,F/634/P,PSO J318.5-22,57.0,0,Penne Booneid,0,685.0,1
3038_01,Mars,0,F/576/S,TRAPPIST-1e,35.0,0,Cink Porté,0,1228.0,1
3039_01,Europa,0,A/37/S,TRAPPIST-1e,32.0,0,Acraban Conamminal,0,0.0,1
3040_01,Mars,0,F/577/S,TRAPPIST-1e,32.0,0,Nilly Purle,0,2623.0,1
3042_01,Earth,0,F/578/S,TRAPPIST-1e,30.0,0,Maya Mejiaddox,0,738.0,1
3044_01,Earth,0,F/636/P,TRAPPIST-1e,69.0,0,Joyces Fowlesterez,0,716.0,1
3045_01,Earth,1,G/480/S,TRAPPIST-1e,21.0,0,Helean Hestes,0,0.0,1
3047_01,Mars,1,E/190/P,PSO J318.5-22,17.0,0,Jack Quart,1,458.07720329024676,2
3047_02,Mars,0,E/190/P,TRAPPIST-1e,16.0,0,Wafros Quart,0,1049.0,2
3048_01,Mars,1,E/200/S,TRAPPIST-1e,25.0,0,Mitch Canie,0,311.1387779083431,1
3050_01,Europa,0,E/191/P,TRAPPIST-1e,25.0,0,Skatik Supred,1,5152.0,1
3053_01,Europa,0,G/734/S,55 Cancri e,52.0,0,Ainor Fuelisent,0,11788.0,207
3054_01,Earth,0,F/579/S,TRAPPIST-1e,13.0,0,Celis Bootez,0,966.0,1
3055_01,Earth,0,F/637/P,TRAPPIST-1e,37.0,0,Inen Casentry,0,1127.0,1
3060_01,Mars,0,F/581/S,TRAPPIST-1e,13.0,0,Rowl Chman,0,1075.1387779083432,1
3060_02,Mars,0,D/98/S,TRAPPIST-1e,45.0,0,Duckes Chman,0,3319.0,1
3060_03,Mars,0,E/201/S,TRAPPIST-1e,55.0,0,Torms Chman,0,0.0,1
3061_01,Earth,0,F/638/P,TRAPPIST-1e,22.0,0,Mela Bakericks,0,729.0,1
3061_02,Earth,0,G/498/P,TRAPPIST-1e,39.0,0,Ritey Hickley,0,1817.0,1
3062_01,Mars,0,D/99/S,TRAPPIST-1e,35.0,0,Hion Frasp,0,808.0,1
3063_01,Earth,1,G/499/P,PSO J318.5-22,19.0,0,Jerrye Daughttley,1,0.0,2
3063_02,Earth,1,G/499/P,TRAPPIST-1e,7.0,0,Joana Daughttley,1,0.0,2
3063_03,Earth,0,E/192/P,TRAPPIST-1e,19.0,0,Elina Daughttley,0,705.0,1
3064_01,Earth,1,G/482/S,TRAPPIST-1e,21.0,0,Thewis Spencervan,1,0.0,1
3065_01,Europa,0,D/94/P,55 Cancri e,37.0,0,Solark Preeldy,1,4072.0,1
3066_01,Earth,0,E/193/P,TRAPPIST-1e,35.0,0,Felia Hortis,0,1609.0,1
3067_01,Earth,1,G/483/S,TRAPPIST-1e,22.0,0,France Dicksons,1,0.0,1
3068_01,Earth,0,G/500/P,TRAPPIST-1e,62.0,0,Tyrona Mcfarley,0,839.0,1
3070_01,Earth,1,G/501/P,TRAPPIST-1e,41.0,0,Bel Haydenez,1,0.0,1
3071_01,Europa,1,B/113/S,TRAPPIST-1e,16.0,0,Saiphda Cracionfic,1,224.687617481203,2
3071_02,Europa,0,B/113/S,TRAPPIST-1e,26.0,0,Alballa Cracionfic,0,6510.077203290247,2
3073_01,Mars,1,F/640/P,TRAPPIST-1e,36.0,0,Krios Shbre,1,0.0,1
3076_01,Earth,1,G/502/P,PSO J318.5-22,28.82793046746535,0,Jaimez Mcfaddenson,1,0.0,1
3079_01,Earth,0,F/642/P,55 Cancri e,22.0,0,Charly Booters,0,652.0,1
3080_01,Earth,0,F/584/S,TRAPPIST-1e,40.0,0,Florey Alldson,0,824.0,1
3081_01,Europa,0,C/118/S,55 Cancri e,50.0,0,Gollux Reedall,1,3332.0,2
3081_02,Europa,1,C/118/S,TRAPPIST-1e,57.0,0,Sadirak Reedall,1,0.0,2
3082_01,Earth,0,G/503/P,PSO J318.5-22,15.0,0,Kayd Wilkinner,1,1824.0,1
3083_01,Europa,0,D/100/S,55 Cancri e,23.0,0,Antak Bootty,0,3098.0,1
3084_01,Mars,1,D/101/S,55 Cancri e,60.0,0,Bakix Flell,1,0.0,1
3085_01,Earth,0,G/504/P,TRAPPIST-1e,73.0,0,Coracy Briggins,0,709.0,1
3087_01,Earth,0,G/505/P,TRAPPIST-1e,35.0,0,Chadie Flyncharlan,1,0.0,1
3088_01,Europa,0,A/25/P,TRAPPIST-1e,28.0,0,Dscha Dishearly,0,0.0,1
3090_01,Europa,0,B/115/S,TRAPPIST-1e,27.0,1,Minoces Myling,1,6864.0,1
3091_01,Europa,0,G/734/S,TRAPPIST-1e,14.0,0,Kitakan Wingcoling,0,9190.0,207
3091_02,Europa,1,D/102/S,TRAPPIST-1e,26.0,0,Shaiaz Wingcoling,1,224.687617481203,1
3092_01,Earth,0,G/506/P,TRAPPIST-1e,22.0,0,Stace Solivers,0,1069.687617481203,1
3093_01,Mars,0,E/194/P,55 Cancri e,22.0,0,Berk Terte,1,3699.0,1
3095_01,Mars,0,F/585/S,PSO J318.5-22,71.0,0,Aarjel Rhuba,0,2227.0,1
3096_01,Mars,0,D/103/S,55 Cancri e,25.0,0,Seat Khaf,1,827.0,1
3099_01,Mars,1,E/203/S,TRAPPIST-1e,27.0,0,Chones Bine,1,0.0,1
3100_01,Earth,0,G/485/S,TRAPPIST-1e,1.0,0,Andrey Farmonrada,0,0.0,2
3100_02,Earth,0,F/586/S,TRAPPIST-1e,52.0,0,Jord Farmonrada,1,809.0,1
3100_03,Earth,1,G/485/S,TRAPPIST-1e,0.0,0,Gordo Farmonrada,1,0.0,2
3102_01,Europa,1,B/101/P,55 Cancri e,30.0,0,Tachba Mirinanty,1,0.0,1
3103_01,Europa,0,B/102/P,TRAPPIST-1e,52.0,1,Aldibah Baleful,0,16589.0,1
3104_01,Earth,0,G/507/P,TRAPPIST-1e,12.0,0,Shally Fowles,1,0.0,2
3104_02,Earth,1,G/507/P,TRAPPIST-1e,22.0,0,Lorice Fowles,1,458.07720329024676,2
3110_01,Earth,0,G/509/P,TRAPPIST-1e,24.0,0,Dandra Joyneidez,1,715.0,1
3111_01,Mars,0,D/95/P,TRAPPIST-1e,22.0,0,Goles Ramad,0,1182.0,1
3112_01,Earth,1,G/488/S,PSO J318.5-22,15.0,0,Billey Romason,0,0.0,1
3113_01,Mars,1,D/96/P,TRAPPIST-1e,21.0,0,Sceros Lake,1,224.687617481203,2
3113_02,Mars,1,D/96/P,55 Cancri e,56.0,0,Eloos Lake,1,0.0,2
3114_01,Mars,0,D/97/P,TRAPPIST-1e,50.0,0,Yapich Sad,0,1779.0,1
3116_01,Earth,0,F/645/P,TRAPPIST-1e,20.0,0,Jaye Mcguirez,0,804.0,1
3117_01,Earth,0,F/646/P,TRAPPIST-1e,32.0,0,Alraium Disivering,0,927.0,1
3118_01,Earth,1,G/510/P,TRAPPIST-1e,28.0,0,Sus Coolez,0,0.0,1
3119_01,Earth,0,G/490/S,TRAPPIST-1e,74.0,0,Jorgie Hamberterry,0,848.0,1
3120_01,Mars,1,E/204/S,TRAPPIST-1e,25.0,0,Rionk Rhuba,1,0.0,2
3120_02,Mars,0,E/204/S,TRAPPIST-1e,31.0,0,Aps Rhuba,0,1048.0,2
3121_01,Earth,1,G/491/S,PSO J318.5-22,6.0,0,Trice Moreman,1,0.0,1
3123_01,Earth,1,G/511/P,TRAPPIST-1e,17.0,0,Derina Prinson,1,0.0,1
3124_01,Mars,1,F/648/P,TRAPPIST-1e,12.0,0,Stax Hapie,1,0.0,3
